ENTIDAD,MUNICIPIO,POBTOT,POB_AFRO,POB_AFRO_F,POB_AFRO_M
9,2,1149,25,9,16
9,2,1540,51,25,26
9,2,1636,52,28,24
9,2,1411,34,17,17
9,2,1718,12,7,5
9,2,1732,28,13,15
9,2,1498,22,11,11
9,2,2305,14,7,7
9,2,1573,23,13,10
9,2,1767,21,12,9
9,2,1057,1,0,1
9,2,1000,24,13,11
9,2,891,119,57,62
9,2,1480,132,67,65
9,2,1226,18,13,5
9,2,1185,13,10,3
9,2,5295,98,50,48
9,2,1544,14,9,5
9,2,638,4,2,2
9,2,3130,72,41,31
9,2,1381,13,6,7
9,2,2049,29,17,12
9,2,877,18,8,10
9,2,1376,18,8,10
9,2,1512,41,24,17
9,2,1248,27,13,14
9,2,1832,26,11,15
9,2,1501,28,10,18
9,2,1038,18,8,10
9,2,1350,12,9,3
9,2,1028,24,8,16
9,2,1127,3,1,2
9,2,1306,3,1,2
9,2,1850,4,3,1
9,2,2412,8,1,7
9,2,783,2,1,1
9,2,1051,9,6,3
9,2,1242,46,21,25
9,2,1296,7,4,3
9,2,1153,7,4,3
9,2,1677,33,16,17
9,2,1007,22,6,16
9,2,913,12,7,5
9,2,1995,50,27,23
9,2,1528,29,17,12
9,2,1295,5,2,3
9,2,2007,13,9,4
9,2,797,24,13,11
9,2,1453,14,9,5
9,2,611,42,24,18
9,2,693,10,6,4
9,2,580,45,25,20
9,2,688,5,4,1
9,2,770,8,3,5
9,2,631,7,5,2
9,2,626,18,8,10
9,2,1374,4,3,1
9,2,839,2,2,0
9,2,956,13,4,9
9,2,1014,10,6,4
9,2,997,26,12,14
9,2,1077,5,4,1
9,2,2479,83,42,41
9,2,1325,40,19,21
9,2,1200,18,12,6
9,2,1519,40,22,18
9,2,1409,15,7,8
9,2,284,2,1,1
9,2,1059,29,14,15
9,2,935,18,9,9
9,2,1204,37,16,21
9,2,859,34,15,19
9,2,656,11,3,8
9,2,983,12,5,7
9,2,717,7,2,5
9,2,811,29,16,13
9,2,756,8,4,4
9,2,677,7,5,2
9,2,720,21,9,12
9,2,917,13,6,7
9,2,999,29,16,13
9,2,851,37,19,18
9,2,934,22,13,9
9,2,1179,84,48,36
9,2,1012,20,7,13
9,2,1097,1,0,1
9,2,358,1,1,0
9,2,583,2,0,2
9,2,504,20,9,11
9,2,457,5,1,4
9,2,479,10,5,5
9,2,852,11,5,6
9,2,1113,6,2,4
9,2,1082,31,18,13
9,2,653,3,2,1
9,2,528,8,2,6
9,2,1359,63,36,27
9,2,1053,28,16,12
9,2,998,31,19,12
9,2,1117,1,0,1
9,2,947,6,3,3
9,2,1235,1,1,0
9,2,1348,6,1,5
9,2,1169,7,3,4
9,2,1110,47,24,23
9,2,1212,22,11,11
9,2,1348,11,3,8
9,2,1310,7,2,5
9,2,1945,8,4,4
9,2,932,31,16,15
9,2,954,15,7,8
9,2,1033,18,9,9
9,2,2352,39,18,21
9,2,1223,15,6,9
9,2,1230,14,5,9
9,2,548,1,1,0
9,2,1095,9,6,3
9,2,942,24,11,13
9,2,741,11,5,6
9,2,600,0,0,0
9,2,1060,7,3,4
9,2,849,17,9,8
9,2,890,6,2,4
9,2,1397,17,8,9
9,2,3985,131,71,60
9,2,1234,4,2,2
9,2,1892,16,6,10
9,2,1172,6,1,5
9,2,1346,6,2,4
9,2,548,4,3,1
9,2,1747,51,21,30
9,2,1956,44,20,24
9,2,938,8,5,3
9,2,999,24,12,12
9,2,994,4,1,3
9,2,5309,73,29,44
9,2,1621,30,13,17
9,2,1965,14,8,6
9,2,1119,27,12,15
9,2,1408,70,33,37
9,2,1860,5,1,4
9,2,1265,179,99,80
9,2,1410,138,59,79
9,2,1102,20,13,7
9,2,1211,26,8,18
9,2,4393,79,37,42
9,2,861,7,3,4
9,2,1135,7,7,0
9,2,1492,32,20,12
9,2,1084,30,10,20
9,2,1428,45,22,23
9,2,1342,25,13,12
9,2,1218,24,14,10
9,2,1751,12,6,6
9,2,1344,41,19,22
9,2,1816,50,28,22
9,2,2593,11,7,4
9,2,1044,13,5,8
9,2,1537,31,12,19
9,2,1731,16,5,11
9,2,562,21,12,9
9,2,858,10,5,5
9,2,2579,57,26,31
9,2,1256,19,10,9
9,2,1097,27,10,17
9,2,1190,5,2,3
9,2,1330,4,4,0
9,2,1340,2,1,1
9,2,1377,7,3,4
9,2,1051,14,11,3
9,2,1476,23,13,10
9,2,417,4,2,2
9,2,1170,14,5,9
9,2,1568,27,16,11
9,2,2101,26,16,10
9,2,1091,20,8,12
9,2,1330,36,20,16
9,2,1656,32,15,17
9,2,2668,41,19,22
9,2,1461,29,17,12
9,2,1429,62,31,31
9,2,1014,33,18,15
9,2,1183,13,5,8
9,2,3451,53,22,31
9,2,2312,40,17,23
9,2,1768,12,7,5
9,2,1135,36,12,24
9,2,1400,8,4,4
9,2,1140,13,6,7
9,2,1373,24,14,10
9,2,1328,16,7,9
9,2,1340,13,6,7
9,2,1485,5,3,2
9,2,1646,2,2,0
9,2,1612,23,9,14
9,2,1469,37,24,13
9,2,1091,12,5,7
9,2,1204,23,10,13
9,2,1932,15,10,5
9,2,949,9,3,6
9,2,1246,22,11,11
9,2,1154,35,18,17
9,2,1171,29,13,16
9,2,1266,36,19,17
9,2,890,9,4,5
9,2,1120,6,3,3
9,2,1758,39,20,19
9,2,1316,12,5,7
9,2,1247,26,13,13
9,2,1223,42,20,22
9,2,1703,138,76,62
9,2,1311,22,12,10
9,2,1186,10,3,7
9,2,1213,9,5,4
9,2,1223,8,4,4
9,2,954,0,0,0
9,2,1065,3,2,1
9,2,903,3,3,0
9,2,1319,5,1,4
9,2,2514,32,18,14
9,2,1681,24,14,10
9,2,1149,17,11,6
9,2,1519,45,21,24
9,2,988,25,13,12
9,2,1756,7,4,3
9,2,1259,29,17,12
9,2,432,1,0,1
9,2,1020,28,15,13
9,2,553,37,16,21
9,2,973,25,12,13
9,2,957,21,9,12
9,2,445,10,4,6
9,2,436,0,0,0
9,2,363,18,11,7
9,2,503,50,31,19
9,2,456,9,4,5
9,2,718,1,1,0
9,2,3485,120,61,59
9,2,738,12,7,5
9,2,568,4,3,1
9,2,666,2,2,0
9,2,1211,1,0,1
9,2,960,3,3,0
9,2,681,6,2,4
9,2,543,10,4,6
9,2,3486,67,34,33
9,2,564,17,11,6
9,2,852,5,4,1
9,2,707,10,4,6
9,2,847,18,7,11
9,2,1469,39,23,16
9,2,1038,12,6,6
9,2,1113,5,0,5
9,2,931,0,0,0
9,2,881,14,6,8
9,2,1230,12,5,7
9,2,1443,9,3,6
9,2,1340,20,12,8
9,2,924,29,17,12
9,2,944,13,3,10
9,2,1055,28,16,12
9,2,826,2,1,1
9,2,788,2,2,0
9,2,1259,15,10,5
9,2,831,3,1,2
9,2,895,45,22,23
9,2,1089,42,22,20
9,2,935,42,18,24
9,2,945,30,15,15
9,2,900,11,5,6
9,2,981,18,12,6
9,2,1089,10,9,1
9,2,851,24,16,8
9,2,1111,36,18,18
9,2,917,7,3,4
9,2,847,11,2,9
9,2,873,8,4,4
9,2,1103,6,3,3
9,2,1165,48,23,25
9,2,731,28,17,11
9,2,867,16,7,9
9,2,1146,11,4,7
9,3,1587,88,43,45
9,3,391,2,1,1
9,3,2028,23,12,11
9,3,2800,44,22,22
9,3,1090,11,7,4
9,3,1326,9,1,8
9,3,2413,17,8,9
9,3,1585,10,5,5
9,3,1959,5,1,4
9,3,5302,109,52,57
9,3,3271,83,47,36
9,3,2180,19,9,10
9,3,2340,37,18,19
9,3,1479,18,11,7
9,3,989,20,11,9
9,3,1618,30,12,18
9,3,1613,10,6,4
9,3,1516,26,17,9
9,3,2127,21,12,9
9,3,2606,48,24,24
9,3,1987,25,16,9
9,3,2294,21,13,8
9,3,3060,26,11,15
9,3,2369,35,14,21
9,3,1159,29,15,14
9,3,494,2,2,0
9,3,2299,21,10,11
9,3,1514,11,4,7
9,3,1795,6,3,3
9,3,1913,22,13,9
9,3,766,10,3,7
9,3,1783,62,29,33
9,3,1737,51,25,26
9,3,1903,12,4,8
9,3,1552,13,7,6
9,3,1321,16,6,10
9,3,2326,5,2,3
9,3,2460,18,11,7
9,3,1905,389,201,188
9,3,2608,54,31,23
9,3,2254,16,4,12
9,3,1907,12,7,5
9,3,856,32,19,13
9,3,1758,49,24,25
9,3,1308,7,4,3
9,3,2716,39,20,19
9,3,1654,38,20,18
9,3,2492,9,4,5
9,3,2601,6,1,5
9,3,1892,11,3,8
9,3,2065,18,7,11
9,3,952,8,3,5
9,3,2445,100,55,45
9,3,1449,45,26,19
9,3,2115,25,12,13
9,3,1720,19,10,9
9,3,1694,23,14,9
9,3,1966,27,17,10
9,3,1923,39,18,21
9,3,2495,46,21,25
9,3,1082,6,1,5
9,3,2091,22,10,12
9,3,1891,12,5,7
9,3,1120,27,16,11
9,3,2062,13,3,10
9,3,1533,13,7,6
9,3,1826,20,11,9
9,3,1554,12,3,9
9,3,1241,23,13,10
9,3,1388,17,8,9
9,3,1436,11,5,6
9,3,2952,104,53,51
9,3,2548,25,13,12
9,3,2343,20,10,10
9,3,1738,13,6,7
9,3,1629,30,14,16
9,3,1948,11,7,4
9,3,1590,23,11,12
9,3,1245,10,5,5
9,3,1050,11,5,6
9,3,1931,22,9,13
9,3,1071,18,7,11
9,3,1607,40,23,17
9,3,2380,67,38,29
9,3,1683,43,23,20
9,3,2191,12,4,8
9,3,1512,9,6,3
9,3,1693,12,6,6
9,3,1964,26,14,12
9,3,2130,103,57,46
9,3,2015,11,7,4
9,3,2303,52,27,25
9,3,2067,33,14,19
9,3,2089,34,17,17
9,3,2546,23,13,10
9,3,1525,28,18,10
9,3,2612,38,23,15
9,3,1687,20,8,12
9,3,1888,8,5,3
9,3,2586,13,5,8
9,3,1977,11,7,4
9,3,1491,11,6,5
9,3,2084,22,13,9
9,3,1465,41,21,20
9,3,2187,44,18,26
9,3,1419,33,15,18
9,3,1135,11,8,3
9,3,2591,19,9,10
9,3,2491,40,19,21
9,3,1728,11,5,6
9,3,1322,54,28,26
9,3,1805,165,93,72
9,3,1356,19,13,6
9,3,1033,12,8,4
9,3,1084,23,10,13
9,3,1055,44,22,22
9,3,808,30,19,11
9,3,1217,45,24,21
9,3,990,18,13,5
9,3,1042,17,11,6
9,3,1088,101,58,43
9,3,1360,19,7,12
9,3,1053,20,9,11
9,3,1119,7,4,3
9,3,1055,12,7,5
9,3,1463,23,8,15
9,3,4852,40,15,25
9,3,1190,20,12,8
9,3,2059,41,17,24
9,3,1231,2,1,1
9,3,1235,11,7,4
9,3,1891,29,15,14
9,3,1389,38,19,19
9,3,1521,30,17,13
9,3,0,0,0,0
9,3,1212,61,32,29
9,3,807,5,1,4
9,3,2011,50,24,26
9,3,626,3,1,2
9,3,1587,9,2,7
9,3,2350,21,9,12
9,3,1187,40,18,22
9,3,1698,23,14,9
9,3,1636,20,7,13
9,3,1596,8,7,1
9,3,1958,17,8,9
9,3,946,13,5,8
9,3,856,19,11,8
9,3,1659,7,4,3
9,3,1511,6,3,3
9,3,2344,14,7,7
9,3,1078,9,5,4
9,3,1206,5,4,1
9,3,1063,20,13,7
9,3,1678,13,3,10
9,3,1283,20,7,13
9,3,1492,54,27,27
9,3,1309,31,21,10
9,3,1809,10,5,5
9,3,1495,9,8,1
9,3,770,1,0,1
9,3,648,14,8,6
9,3,995,42,24,18
9,3,879,9,5,4
9,3,803,6,3,3
9,3,1839,30,16,14
9,3,853,6,4,2
9,3,619,26,11,15
9,3,930,3,0,3
9,3,1071,10,5,5
9,3,1297,6,3,3
9,3,1374,9,4,5
9,3,776,45,22,23
9,3,647,47,25,22
9,3,1701,64,36,28
9,3,1196,33,15,18
9,3,1232,20,11,9
9,3,891,9,1,8
9,3,1408,10,6,4
9,3,619,6,5,1
9,3,865,57,27,30
9,3,1558,37,19,18
9,3,1176,29,16,13
9,3,1550,20,7,13
9,3,1068,26,15,11
9,3,1632,37,17,20
9,3,1929,51,31,20
9,3,1240,30,15,15
9,3,1243,21,11,10
9,3,1263,25,13,12
9,3,1347,30,18,12
9,3,1947,50,31,19
9,3,1292,31,13,18
9,3,1609,26,15,11
9,3,1754,28,15,13
9,3,1614,38,17,21
9,3,1556,110,53,57
9,3,1029,20,10,10
9,3,1264,12,4,8
9,3,1278,23,12,11
9,3,1411,29,16,13
9,3,2768,38,19,19
9,3,1181,6,1,5
9,3,883,16,11,5
9,3,1011,33,18,15
9,3,989,42,25,17
9,3,1238,11,7,4
9,3,1165,14,6,8
9,3,1676,15,11,4
9,3,987,20,9,11
9,3,812,5,3,2
9,3,2956,29,15,14
9,3,1450,10,7,3
9,3,1868,5,3,2
9,3,1709,14,9,5
9,3,1668,9,4,5
9,3,1282,27,12,15
9,3,1856,43,23,20
9,3,1290,2,1,1
9,3,1308,10,4,6
9,3,668,13,3,10
9,3,864,15,8,7
9,3,1166,15,4,11
9,3,1299,63,35,28
9,3,1401,24,9,15
9,3,1608,5,1,4
9,3,2272,9,7,2
9,3,1415,6,3,3
9,3,2229,37,17,20
9,3,655,1,1,0
9,3,1029,13,5,8
9,3,4722,130,56,74
9,3,1215,30,15,15
9,3,762,6,6,0
9,3,1088,2,1,1
9,3,1284,18,8,10
9,3,1761,39,21,18
9,3,1783,38,19,19
9,3,1811,46,22,24
9,3,973,31,18,13
9,3,1219,13,5,8
9,3,1417,18,8,10
9,3,1852,65,31,34
9,3,780,31,17,14
9,3,1061,14,9,5
9,3,1794,18,11,7
9,3,4835,49,22,27
9,3,1436,17,10,7
9,3,1358,26,7,19
9,3,1458,5,4,1
9,3,1601,27,15,12
9,3,1492,5,3,2
9,3,1693,21,11,10
9,3,1202,10,4,6
9,3,1584,33,14,19
9,3,1472,18,11,7
9,3,1351,19,7,12
9,3,1888,65,33,32
9,3,1617,12,4,8
9,3,1534,14,7,7
9,3,1372,17,9,8
9,3,1730,4,2,2
9,3,1446,11,7,4
9,3,1999,29,17,12
9,3,1756,43,25,18
9,3,1699,26,12,14
9,3,1497,29,13,16
9,3,1212,18,10,8
9,3,519,19,13,6
9,3,1104,31,15,16
9,3,1418,17,9,8
9,3,1625,19,10,9
9,3,935,29,13,16
9,3,2452,110,55,55
9,3,945,23,13,10
9,3,1599,21,13,8
9,3,1352,4,1,3
9,3,1707,18,10,8
9,3,2115,26,15,11
9,3,1410,21,17,4
9,3,822,2,1,1
9,3,1480,16,8,8
9,3,1198,5,2,3
9,3,1255,9,5,4
9,3,1370,15,6,9
9,3,983,11,2,9
9,3,1404,7,5,2
9,3,816,31,15,16
9,3,1124,4,2,2
9,3,1142,9,6,3
9,3,1448,53,32,21
9,3,1433,19,12,7
9,3,2540,21,11,10
9,3,1178,30,14,16
9,3,1332,29,16,13
9,3,1559,5,4,1
9,3,1393,14,6,8
9,3,1075,19,10,9
9,3,1066,15,8,7
9,3,1988,8,4,4
9,3,2417,46,29,17
9,3,2734,60,33,27
9,3,1112,16,8,8
9,3,954,47,27,20
9,3,1020,7,5,2
9,3,1710,65,32,33
9,3,1364,30,17,13
9,3,1633,37,16,21
9,3,1312,87,44,43
9,3,1288,6,3,3
9,3,1199,36,15,21
9,3,1352,33,20,13
9,3,1274,12,6,6
9,3,1335,26,12,14
9,3,1439,29,15,14
9,3,1410,15,6,9
9,3,1508,32,18,14
9,3,1529,12,10,2
9,3,1276,14,7,7
9,3,2892,66,37,29
9,3,2536,72,41,31
9,3,1557,23,10,13
9,3,1452,29,14,15
9,3,1846,10,7,3
9,3,1698,13,10,3
9,3,1426,28,12,16
9,3,2473,50,26,24
9,3,1234,130,62,68
9,3,1414,15,6,9
9,3,1143,15,9,6
9,3,1950,16,6,10
9,3,977,26,11,15
9,3,2133,34,18,16
9,3,2186,111,57,54
9,3,1334,2,2,0
9,3,870,1,0,1
9,3,960,15,9,6
9,3,834,32,16,16
9,3,657,1,1,0
9,3,1044,33,18,15
9,3,941,5,2,3
9,3,1835,46,18,28
9,3,1364,2,2,0
9,3,1939,24,12,12
9,3,1298,15,7,8
9,3,1444,55,30,25
9,3,1171,1,1,0
9,3,970,25,12,13
9,3,218,0,0,0
9,3,1992,21,8,13
9,3,1223,19,12,7
9,3,1712,22,12,10
9,3,895,15,10,5
9,3,987,24,12,12
9,3,1460,65,40,25
9,3,1176,53,25,28
9,3,902,11,6,5
9,3,1113,24,14,10
9,3,410,10,3,7
9,3,1323,141,69,72
9,3,1161,26,8,18
9,3,1113,36,22,14
9,3,1300,33,19,14
9,3,1063,22,14,8
9,3,1290,37,19,18
9,3,1111,16,6,10
9,3,747,10,5,5
9,3,1807,30,21,9
9,3,1936,101,51,50
9,3,1489,78,40,38
9,3,1028,13,8,5
9,3,621,35,20,15
9,3,1525,40,19,21
9,3,1695,45,30,15
9,3,1134,14,5,9
9,3,34,0,0,0
9,3,1736,30,21,9
9,3,871,35,17,18
9,3,1358,17,10,7
9,3,1376,19,12,7
9,3,1099,8,4,4
9,3,1450,11,8,3
9,3,1810,10,5,5
9,3,1475,29,20,9
9,3,720,16,7,9
9,3,773,37,22,15
9,3,1259,19,10,9
9,3,1088,31,18,13
9,3,1117,10,5,5
9,3,1270,47,30,17
9,3,1560,57,30,27
9,3,808,40,26,14
9,3,1516,53,29,24
9,3,959,8,5,3
9,3,828,7,5,2
9,3,682,12,6,6
9,3,1133,56,31,25
9,3,910,19,8,11
9,3,740,40,21,19
9,3,915,21,6,15
9,3,2490,14,12,2
9,3,2128,48,32,16
9,4,4636,46,17,29
9,4,6221,93,60,33
9,4,3390,27,16,11
9,4,3424,28,14,14
9,4,752,6,1,5
9,4,5515,53,34,19
9,4,1369,64,34,30
9,4,2413,19,10,9
9,4,1690,18,11,7
9,4,787,3,0,3
9,4,1799,9,7,2
9,4,3920,57,31,26
9,4,3101,29,17,12
9,4,7841,195,82,113
9,4,1185,3,0,3
9,4,952,9,5,4
9,4,1501,4,0,4
9,4,1455,33,13,20
9,4,3390,30,15,15
9,4,3500,20,9,11
9,4,6167,230,118,112
9,4,1528,8,3,5
9,4,1290,16,9,7
9,4,2634,15,6,9
9,4,1228,6,1,5
9,4,2396,27,12,15
9,4,2234,23,14,9
9,4,11980,160,68,92
9,4,2943,29,11,18
9,4,1277,27,11,16
9,4,1208,10,4,6
9,4,1347,4,1,3
9,4,534,0,0,0
9,4,4999,42,24,18
9,4,2165,21,11,10
9,4,1776,12,7,5
9,4,1758,26,16,10
9,4,1703,16,11,5
9,4,1809,14,7,7
9,4,6799,42,20,22
9,4,3313,64,25,39
9,4,2487,8,1,7
9,4,2431,18,5,13
9,4,2211,44,24,20
9,4,1952,40,22,18
9,4,1583,21,12,9
9,4,2693,71,33,38
9,4,1785,39,23,16
9,4,3943,26,16,10
9,4,2595,17,10,7
9,4,3923,25,13,12
9,4,3444,105,61,44
9,4,3838,99,51,48
9,4,1737,10,6,4
9,4,3153,39,20,19
9,4,4368,87,47,40
9,4,1550,11,6,5
9,4,1429,33,17,16
9,4,7697,51,22,29
9,4,9226,64,36,28
9,4,2219,14,8,6
9,4,2471,11,5,6
9,4,2467,23,7,16
9,4,4430,106,51,55
9,4,2271,9,5,4
9,4,2190,92,46,46
9,4,2385,13,6,7
9,4,4267,165,78,87
9,4,1933,15,6,9
9,4,1934,30,8,22
9,4,808,20,10,10
9,4,685,6,4,2
9,4,989,7,4,3
9,4,738,23,10,13
9,5,3578,10,7,3
9,5,3481,117,63,54
9,5,2761,2,1,1
9,5,3229,10,6,4
9,5,2111,15,9,6
9,5,2112,39,15,24
9,5,5115,120,56,64
9,5,2377,105,54,51
9,5,1860,34,16,18
9,5,2396,20,11,9
9,5,2596,18,9,9
9,5,1943,8,3,5
9,5,4480,16,8,8
9,5,2518,12,8,4
9,5,2258,34,20,14
9,5,1646,20,10,10
9,5,1887,6,2,4
9,5,1691,11,5,6
9,5,2000,22,10,12
9,5,1849,45,24,21
9,5,2639,86,50,36
9,5,3324,57,30,27
9,5,2479,26,14,12
9,5,1921,5,4,1
9,5,1537,52,33,19
9,5,1837,44,19,25
9,5,1547,3,1,2
9,5,2173,18,7,11
9,5,2506,4,1,3
9,5,2223,42,22,20
9,5,1754,4,2,2
9,5,6811,88,40,48
9,5,1746,28,15,13
9,5,2013,25,12,13
9,5,1539,10,5,5
9,5,2215,23,11,12
9,5,1819,5,3,2
9,5,1674,8,4,4
9,5,3501,9,6,3
9,5,3086,3,2,1
9,5,1701,21,11,10
9,5,832,0,0,0
9,5,1652,12,7,5
9,5,1696,3,1,2
9,5,8771,164,82,82
9,5,1753,4,2,2
9,5,1733,14,7,7
9,5,1750,6,3,3
9,5,1358,5,2,3
9,5,9759,14,7,7
9,5,2009,10,6,4
9,5,1538,7,4,3
9,5,1470,32,13,19
9,5,1953,54,24,30
9,5,2326,91,48,43
9,5,4109,42,21,21
9,5,3899,46,22,24
9,5,2391,14,8,6
9,5,2181,15,7,8
9,5,2017,10,6,4
9,5,2633,42,19,23
9,5,2143,67,29,38
9,5,2289,11,5,6
9,5,1656,24,13,11
9,5,1447,9,5,4
9,5,1473,49,24,25
9,5,2192,2,0,2
9,5,1906,16,6,10
9,5,1406,23,13,10
9,5,1718,40,22,18
9,5,2089,76,48,28
9,5,1779,26,13,13
9,5,2293,36,14,22
9,5,2553,48,23,25
9,5,4105,39,22,17
9,5,2782,14,6,8
9,5,1811,3,1,2
9,5,1781,9,5,4
9,5,1628,18,6,12
9,5,1976,8,2,6
9,5,1631,54,29,25
9,5,1507,40,18,22
9,5,1602,45,22,23
9,5,1743,6,5,1
9,5,2045,11,6,5
9,5,2300,8,7,1
9,5,1346,8,3,5
9,5,1697,8,5,3
9,5,2970,13,6,7
9,5,2831,30,17,13
9,5,1851,80,41,39
9,5,1925,30,17,13
9,5,1706,5,2,3
9,5,1626,33,17,16
9,5,1738,39,14,25
9,5,1403,23,10,13
9,5,1608,9,3,6
9,5,1549,395,197,198
9,5,1314,331,170,161
9,5,1531,13,7,6
9,5,1279,153,77,76
9,5,1565,21,10,11
9,5,2017,29,18,11
9,5,1880,30,13,17
9,5,1038,29,13,16
9,5,1838,18,9,9
9,5,1938,30,15,15
9,5,3145,29,13,16
9,5,1363,56,27,29
9,5,1106,14,4,10
9,5,1500,21,10,11
9,5,1387,78,40,38
9,5,2866,114,53,61
9,5,872,34,13,21
9,5,1189,23,13,10
9,5,1103,0,0,0
9,5,1423,30,11,19
9,5,1266,19,8,11
9,5,1720,22,8,14
9,5,1565,375,181,194
9,5,1603,128,73,55
9,5,931,7,3,4
9,5,1418,9,5,4
9,5,1554,21,8,13
9,5,1041,8,5,3
9,5,1208,4,2,2
9,5,2091,15,9,6
9,5,1302,24,10,14
9,5,1370,2,2,0
9,5,1062,55,25,30
9,5,1067,19,8,11
9,5,885,26,12,14
9,5,1591,8,0,8
9,5,2878,41,20,21
9,5,1639,5,1,4
9,5,1043,8,8,0
9,5,1170,2,1,1
9,5,1173,10,4,6
9,5,1042,11,5,6
9,5,726,17,9,8
9,5,882,11,7,4
9,5,914,12,5,7
9,5,938,9,6,3
9,5,820,11,7,4
9,5,673,33,15,18
9,5,1837,14,6,8
9,5,1704,19,12,7
9,5,1627,70,31,39
9,5,1813,9,4,5
9,5,1762,24,12,12
9,5,1904,9,4,5
9,5,1489,5,3,2
9,5,1101,40,19,21
9,5,1414,12,6,6
9,5,1657,40,19,21
9,5,2123,6,1,5
9,5,1190,16,6,10
9,5,771,25,14,11
9,5,635,61,25,36
9,5,1010,42,20,22
9,5,724,18,9,9
9,5,1218,21,12,9
9,5,824,0,0,0
9,5,821,24,10,14
9,5,769,5,2,3
9,5,891,3,2,1
9,5,9179,320,160,160
9,5,606,46,29,17
9,5,853,10,6,4
9,5,918,7,1,6
9,5,906,21,14,7
9,5,603,65,33,32
9,5,760,140,76,64
9,5,1047,49,23,26
9,5,1204,69,36,33
9,5,1269,23,8,15
9,5,544,10,8,2
9,5,1746,11,4,7
9,5,1359,11,3,8
9,5,1431,80,36,44
9,5,1244,37,21,16
9,5,2816,58,31,27
9,5,1300,25,9,16
9,5,1363,16,7,9
9,5,882,19,6,13
9,5,948,36,20,16
9,5,705,11,5,6
9,5,1152,11,5,6
9,5,1155,5,3,2
9,5,859,11,6,5
9,5,810,7,2,5
9,5,548,13,7,6
9,5,849,9,6,3
9,5,1384,4,2,2
9,5,1130,10,5,5
9,5,1161,7,3,4
9,5,982,5,4,1
9,5,627,4,2,2
9,5,928,9,6,3
9,5,985,3,1,2
9,5,777,52,31,21
9,5,775,26,11,15
9,5,990,2,1,1
9,5,836,13,5,8
9,5,940,11,7,4
9,5,1505,16,6,10
9,5,1166,30,11,19
9,5,5982,154,70,84
9,5,1335,20,13,7
9,5,870,20,11,9
9,5,933,8,3,5
9,5,755,10,8,2
9,5,1412,36,15,21
9,5,1788,19,5,14
9,5,359,10,8,2
9,5,1080,27,13,14
9,5,906,28,14,14
9,5,1764,54,24,30
9,5,1534,20,6,14
9,5,173,6,4,2
9,5,1579,49,26,23
9,5,1071,17,7,10
9,5,1067,6,3,3
9,5,953,2,1,1
9,5,1516,10,8,2
9,5,964,13,6,7
9,5,1275,26,12,14
9,5,977,3,0,3
9,5,1287,20,11,9
9,5,2945,101,50,51
9,5,1256,8,2,6
9,5,1108,2,1,1
9,5,812,5,3,2
9,5,930,12,6,6
9,5,1329,8,4,4
9,5,1816,2,1,1
9,5,650,15,9,6
9,5,834,24,14,10
9,5,968,5,3,2
9,5,999,7,3,4
9,5,1259,226,117,109
9,5,1714,15,8,7
9,5,988,15,10,5
9,5,1418,12,5,7
9,5,1421,13,7,6
9,5,809,27,21,6
9,5,1049,17,8,9
9,5,993,33,16,17
9,5,950,14,6,8
9,5,1574,12,5,7
9,5,676,71,41,30
9,5,327,10,4,6
9,5,639,34,15,19
9,5,991,42,19,23
9,5,711,7,1,6
9,5,787,30,16,14
9,5,1851,17,10,7
9,5,703,52,26,26
9,5,691,4,1,3
9,5,855,24,12,12
9,5,614,9,5,4
9,5,558,11,5,6
9,5,812,26,13,13
9,5,856,23,12,11
9,5,1324,27,17,10
9,5,1058,47,27,20
9,5,1023,16,7,9
9,5,792,13,8,5
9,5,807,16,8,8
9,5,873,14,7,7
9,5,961,18,10,8
9,5,1008,9,3,6
9,5,995,10,3,7
9,5,888,15,9,6
9,5,900,3,3,0
9,5,753,19,10,9
9,5,794,29,14,15
9,5,1083,33,20,13
9,5,875,8,2,6
9,5,926,73,41,32
9,5,830,40,22,18
9,5,673,1,0,1
9,5,919,8,6,2
9,5,680,3,1,2
9,5,958,7,2,5
9,5,1119,8,4,4
9,5,929,5,1,4
9,5,863,22,6,16
9,5,877,14,9,5
9,5,821,8,4,4
9,5,686,9,6,3
9,5,946,37,20,17
9,5,788,12,6,6
9,5,1032,18,7,11
9,5,760,16,7,9
9,5,686,2,1,1
9,5,831,5,3,2
9,5,1472,21,9,12
9,5,996,1,1,0
9,5,812,5,2,3
9,5,793,5,2,3
9,5,901,4,0,4
9,5,732,19,11,8
9,5,768,21,10,11
9,5,1013,12,5,7
9,5,1035,5,4,1
9,5,902,19,7,12
9,5,900,8,7,1
9,5,798,16,8,8
9,5,716,2,1,1
9,5,1350,27,15,12
9,5,847,37,21,16
9,5,991,8,5,3
9,5,1358,90,48,42
9,5,1113,5,5,0
9,5,1715,13,5,8
9,5,1382,30,20,10
9,5,1020,8,3,5
9,5,682,2,0,2
9,5,785,10,4,6
9,5,1281,3,1,2
9,5,1161,5,3,2
9,5,1052,31,13,18
9,5,1250,7,1,6
9,5,1736,37,21,16
9,5,1052,33,15,18
9,5,1091,35,13,22
9,5,1035,22,8,14
9,5,974,11,5,6
9,5,1072,7,3,4
9,5,1130,5,1,4
9,5,1061,21,12,9
9,5,1081,37,19,18
9,5,1101,17,10,7
9,5,1072,87,38,49
9,5,1094,65,30,35
9,5,1005,5,2,3
